Dictionary Name,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Total Sentences (#),1063,275,2182,552,68,42,2012,955,438,132,272,176,554,383,124,61,275,244,143,38,11
Total Correct Transformations (#),1063,275,2182,552,68,42,2009,955,438,132,271,175,554,383,124,61,272,240,136,36,9
Total Pos->Pos Transformations (#),547,146,1122,283,38,22,1050,475,230,57,150,81,277,187,63,27,135,122,67,14,3
Correct Pos->Pos Transformations (#),547,146,1122,283,38,22,1050,475,230,57,150,80,277,187,63,27,133,120,65,13,3
Total Pos->Neg Transformations (#),516,129,1060,269,30,20,962,480,208,75,122,95,277,196,61,34,140,122,76,24,8
Correct Pos->Neg Transformations (#),516,129,1060,269,30,20,959,480,208,75,121,95,277,196,61,34,139,120,71,23,6
Correct Pos->Pos Transformations (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.77%,100.0%,100.0%,100.0%,100.0%,98.52%,98.36%,97.01%,92.86%,100.0%
Correct Pos->Neg Transformations (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.69%,100.0%,100.0%,100.0%,99.18%,100.0%,100.0%,100.0%,100.0%,100.0%,99.29%,98.36%,93.42%,95.83%,75.0%
Total Correct Transformations (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.85%,100.0%,100.0%,100.0%,99.63%,99.43%,100.0%,100.0%,100.0%,100.0%,98.91%,98.36%,95.1%,94.74%,81.82%
Total source tokens,1548,516,5300,1614,210,160,8658,4800,2288,900,1586,1330,4155,3136,1037,612,2660,2440,1596,528,184
Total Prediction Tokens per Source,2064,645,6360,1883,240,180,9620,5280,2496,975,1708,1425,4432,3332,1098,646,2804,2561,1673,552,186
Total Target Tokens per Source,2064,645,6360,1883,240,180,9620,5280,2496,975,1708,1425,4432,3332,1098,646,2800,2562,1672,552,192
Pos->Pos Token Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.56%,100.0%,100.0%,100.0%,100.0%,99.88%,99.55%,99.86%,99.68%,100.0%
